hum,windspeed,temp_c,feels_like_c,casual,registered,year,month,day,dayofweek,season_1,season_2,season_3,season_4,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,holiday_0,holiday_1,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,weathersit_4,total_count
0.33,0.3508771929824561,0.4285714285714286,0.4394,219,148,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,367
0.31,0.15789473684210525,0.44897959183673464,0.4545,240,109,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,349
0.33,0.0,0.44897959183673464,0.4545,174,118,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,292
0.31,0.22807017543859648,0.44897959183673464,0.4545,147,156,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,303
0.28,0.15789473684210525,0.44897959183673464,0.4545,148,126,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,274
0.31,0.0,0.44897959183673464,0.4545,71,101,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,172
0.44,0.22807017543859648,0.40816326530612246,0.4242,51,93,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,144
0.41,0.2631578947368421,0.40816326530612246,0.4242,24,55,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,79
0.44,0.2631578947368421,0.40816326530612246,0.4242,8,37,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,45
0.43,0.12280701754385964,0.3877551020408163,0.4091,7,29,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,36
0.5,0.10526315789473684,0.3877551020408163,0.4091,9,22,2011,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,31
0.5,0.2631578947368421,0.3877551020408163,0.4091,1,5,2011,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6
0.56,0.42105263157894735,0.3877551020408163,0.4091,7,4,2011,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11
0.66,0.2982456140350877,0.36734693877551017,0.39390000000000003,1,1,2011,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
0.66,0.3333333333333333,0.36734693877551017,0.39390000000000003,1,0,2011,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.71,0.3508771929824561,0.36734693877551017,0.39390000000000003,1,1,2011,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
0.62,0.2982456140350877,0.3877551020408163,0.4091,0,7,2011,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.58,0.3333333333333333,0.40816326530612246,0.4242,3,43,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,46
0.54,0.2982456140350877,0.4285714285714286,0.4394,7,150,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,157
0.55,0.3508771929824561,0.44897959183673464,0.4545,31,308,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,339
0.51,0.45614035087719296,0.4897959183673469,0.4848,24,134,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,158
0.45,0.42105263157894735,0.5306122448979592,0.5152,35,55,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,90
0.4,0.45614035087719296,0.5918367346938775,0.6212,58,66,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,124
0.36,0.5438596491228069,0.6326530612244897,0.6212,59,98,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,157
0.34,0.38596491228070173,0.6734693877551021,0.6364000000000001,47,92,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,139
0.27,0.5789473684210527,0.7346938775510204,0.6515,47,76,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,123
0.23,0.6491228070175439,0.7551020408163266,0.6667000000000001,47,96,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,143
0.22,0.6140350877192982,0.7551020408163266,0.6515,59,130,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,189
0.23,0.7192982456140351,0.7346938775510204,0.6515,83,283,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,366
0.23,0.5789473684210527,0.7142857142857143,0.6364000000000001,78,308,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,386
0.24,0.5438596491228069,0.6938775510204082,0.6364000000000001,51,227,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,278
0.24,0.6491228070175439,0.6938775510204082,0.6364000000000001,40,133,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,173
0.3,0.5263157894736842,0.6938775510204082,0.6364000000000001,19,76,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,95
0.36,0.5438596491228069,0.6734693877551021,0.6364000000000001,17,58,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,75
0.47,0.2631578947368421,0.6326530612244897,0.6212,18,30,2011,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,48
0.5,0.12280701754385964,0.6122448979591837,0.6212,10,12,2011,4,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,22
0.57,0.49122807017543857,0.6122448979591837,0.6212,10,5,2011,4,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,15
0.73,0.38596491228070173,0.5306122448979592,0.5152,0,5,2011,4,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5
0.73,0.38596491228070173,0.5306122448979592,0.5152,1,3,2011,4,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4
0.88,0.5789473684210527,0.4897959183673469,0.4848,0,2,2011,4,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
0.94,0.3508771929824561,0.44897959183673464,0.4545,0,5,2011,4,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5
0.88,0.38596491228070173,0.4693877551020408,0.4697,2,36,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,38
0.88,0.38596491228070173,0.4693877551020408,0.4697,10,124,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,134
0.87,0.6842105263157894,0.36734693877551017,0.39390000000000003,9,148,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,157
0.87,0.5789473684210527,0.3469387755102041,0.31820000000000004,2,44,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,46
0.81,0.45614035087719296,0.326530612244898,0.303,3,25,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,28
0.81,0.5263157894736842,0.30612244897959184,0.2879,1,18,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19
0.71,0.45614035087719296,0.326530612244898,0.303,6,32,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,38
0.63,0.49122807017543857,0.3469387755102041,0.33330000000000004,5,51,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,56
0.57,0.5789473684210527,0.3469387755102041,0.31820000000000004,9,67,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,76
0.46,0.5438596491228069,0.3877551020408163,0.4091,6,62,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,68
0.46,0.49122807017543857,0.36734693877551017,0.39390000000000003,17,113,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,130
0.38,0.49122807017543857,0.40816326530612246,0.4242,27,246,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,273
0.4,0.5789473684210527,0.36734693877551017,0.39390000000000003,19,248,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,267
0.43,0.3508771929824561,0.3469387755102041,0.33330000000000004,12,148,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,160
0.46,0.3333333333333333,0.326530612244898,0.31820000000000004,4,87,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,91
0.46,0.6140350877192982,0.326530612244898,0.2879,8,81,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,89
0.49,0.3508771929824561,0.30612244897959184,0.303,3,43,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,46
0.49,0.3333333333333333,0.2857142857142857,0.2879,3,23,2011,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,26
0.49,0.12280701754385964,0.2857142857142857,0.31820000000000004,0,15,2011,4,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,15
0.6,0.15789473684210525,0.24489795918367346,0.2727,0,2,2011,4,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
0.7,0.15789473684210525,0.22448979591836735,0.2424,0,5,2011,4,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
0.6,0.15789473684210525,0.24489795918367346,0.2727,0,4,2011,4,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4
0.65,0.15789473684210525,0.22448979591836735,0.2424,0,1,2011,4,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.7,0.12280701754385964,0.22448979591836735,0.2576,1,12,2011,4,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,13
0.7,0.12280701754385964,0.22448979591836735,0.2576,4,52,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,56
0.65,0.12280701754385964,0.24489795918367346,0.2727,3,130,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,133
0.61,0.2631578947368421,0.30612244897959184,0.303,17,308,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,325
0.46,0.2982456140350877,0.3469387755102041,0.33330000000000004,8,157,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,165
0.37,0.45614035087719296,0.3877551020408163,0.4091,21,48,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69
0.38,0.45614035087719296,0.40816326530612246,0.4242,23,70,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,93
0.41,0.2982456140350877,0.4285714285714286,0.4394,22,112,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,134
0.38,0.5789473684210527,0.44897959183673464,0.4545,29,83,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,112
0.34,0.49122807017543857,0.4897959183673469,0.4848,35,80,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,115
0.32,0.38596491228070173,0.5102040816326531,0.5,34,83,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,117
0.28,0.49122807017543857,0.5306122448979592,0.5152,27,142,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,169
0.32,0.5263157894736842,0.5102040816326531,0.5,53,303,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,356
0.29,0.42105263157894735,0.5102040816326531,0.5,43,282,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,325
0.31,0.3508771929824561,0.4897959183673469,0.4848,36,196,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,232
0.51,0.2631578947368421,0.44897959183673464,0.4545,15,126,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,141
0.41,0.3333333333333333,0.44897959183673464,0.4545,18,84,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,102
0.41,0.3333333333333333,0.44897959183673464,0.4545,13,71,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,84
0.41,0.3508771929824561,0.44897959183673464,0.4545,11,29,2011,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,40
0.41,0.3333333333333333,0.44897959183673464,0.4545,5,15,2011,4,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,20
0.47,0.15789473684210525,0.40816326530612246,0.4242,2,11,2011,4,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,13
0.54,0.0,0.40816326530612246,0.4242,0,7,2011,4,7,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.66,0.22807017543859648,0.3469387755102041,0.34850000000000003,0,3,2011,4,7,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3
0.76,0.22807017543859648,0.326530612244898,0.33330000000000004,0,1,2011,4,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.76,0.2631578947368421,0.326530612244898,0.31820000000000004,0,6,2011,4,7,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6
0.81,0.2982456140350877,0.30612244897959184,0.303,5,59,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,64
0.76,0.19298245614035087,0.326530612244898,0.33330000000000004,8,152,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,160
0.76,0.22807017543859648,0.3469387755102041,0.34850000000000003,23,291,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,314
0.66,0.15789473684210525,0.3877551020408163,0.4091,15,155,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,170
0.67,0.12280701754385964,0.40816326530612246,0.4242,29,66,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,95
0.55,0.0,0.44897959183673464,0.4545,36,86,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,122
0.55,0.0,0.44897959183673464,0.4545,39,114,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,153
0.48,0.10526315789473684,0.5102040816326531,0.5,36,99,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,135
0.43,0.10526315789473684,0.5510204081632654,0.5303,46,111,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,157
0.38,0.12280701754385964,0.5918367346938775,0.6212,27,133,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,160
0.35,0.0,0.5918367346938775,0.6212,52,161,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,213
0.52,0.3333333333333333,0.5102040816326531,0.5,63,280,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,343
0.55,0.2982456140350877,0.4693877551020408,0.4697,68,265,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,333
0.59,0.3508771929824561,0.44897959183673464,0.4545,34,192,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,226
0.62,0.19298245614035087,0.4285714285714286,0.4394,37,166,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,203
0.67,0.3333333333333333,0.4285714285714286,0.4394,19,89,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,108
0.76,0.22807017543859648,0.3877551020408163,0.4091,18,63,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,81
0.76,0.2982456140350877,0.36734693877551017,0.39390000000000003,9,45,2011,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,54
0.76,0.2631578947368421,0.3469387755102041,0.34850000000000003,4,21,2011,4,8,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,25
0.76,0.15789473684210525,0.326530612244898,0.33330000000000004,3,6,2011,4,8,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9
0.76,0.19298245614035087,0.326530612244898,0.33330000000000004,3,10,2011,4,8,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,13
0.76,0.19298245614035087,0.326530612244898,0.33330000000000004,0,1,2011,4,8,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
0.86,0.15789473684210525,0.326530612244898,0.33330000000000004,0,1,2011,4,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
0.87,0.22807017543859648,0.30612244897959184,0.31820000000000004,1,8,2011,4,8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9
0.87,0.0,0.326530612244898,0.36360000000000003,2,33,2011,4,8,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,35
0.87,0.19298245614035087,0.326530612244898,0.33330000000000004,4,109,2011,4,8,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,113
0.87,0.19298245614035087,0.326530612244898,0.33330000000000004,13,208,2011,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,221
0.76,0.22807017543859648,0.3469387755102041,0.34850000000000003,17,168,2011,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,185
0.71,0.3333333333333333,0.3469387755102041,0.33330000000000004,10,63,2011,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,73
0.62,0.45614035087719296,0.3877551020408163,0.4091,19,79,2011,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,98
